Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day
8047,63,2,36,2021-03-06,2,9,5473,0,2146,2,1,2023-06-01 10:53:36,2023-06-01 21:07:36,1.0,2021,3,6
1280,65,1,31,2020-09-05,0,11,2440,2,0,3,2,2023-06-01 06:33:38,2023-06-01 17:14:42,3.0,2020,9,5
4533,26,0,7,2021-10-05,0,5,6993,0,2584,0,3,2023-06-01 20:21:39,2023-06-01 03:43:39,4.0,2021,10,5
5316,44,0,30,2021-01-14,1,13,2794,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,14
972,51,1,1,2020-12-01,0,6,1027,0,2391,3,0,2023-06-01 21:56:43,2023-06-01 05:34:43,5.0,2020,12,1
1818,23,2,16,2021-04-04,3,14,2293,0,1669,2,3,2023-06-01 00:51:43,2023-06-01 06:12:43,3.0,2021,4,4
545,47,1,1,2021-09-12,4,12,5692,0,601,2,1,2023-06-01 23:27:45,2023-06-01 02:57:45,2.0,2021,9,12
2713,65,0,19,2021-05-30,2,8,7641,0,1272,2,3,2023-06-01 07:21:46,2023-06-01 01:55:46,2.0,2021,5,30
5975,69,2,12,2020-06-22,0,12,4570,2,0,0,1,2023-06-01 17:42:46,2023-06-01 17:14:42,3.0,2020,6,22
3245,24,2,8,2021-06-16,0,12,2351,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,16
3449,18,1,9,2020-06-12,4,6,2539,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,12
2534,34,2,38,2021-10-16,3,3,618,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,16
6993,43,2,39,2020-11-15,1,10,4470,0,1678,0,1,2023-06-01 11:25:53,2023-06-01 02:08:53,1.0,2020,11,15
6175,41,0,26,2020-07-25,1,14,4518,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,25
1288,59,0,38,2020-02-27,1,4,1663,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,27
7371,55,0,3,2020-09-12,2,8,4438,2,0,3,0,2023-06-01 01:24:59,2023-06-01 17:14:42,3.0,2020,9,12
8130,67,2,37,2021-10-21,1,6,803,2,0,3,2,2023-06-01 14:36:00,2023-06-01 17:14:42,3.0,2021,10,21
6840,33,1,8,2020-02-14,2,3,6292,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,14
6900,25,2,34,2020-10-31,3,13,458,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,31
4749,65,1,32,2021-01-10,0,3,6246,0,1627,0,1,2023-06-01 05:04:02,2023-06-01 05:27:02,3.0,2021,1,10
3120,69,1,14,2021-09-20,4,15,4996,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,20
3549,49,0,8,2021-09-25,3,11,2059,2,0,1,1,2023-06-01 02:07:06,2023-06-01 17:14:42,3.0,2021,9,25
2795,57,0,37,2021-03-09,4,5,4947,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,9
2415,57,1,18,2020-04-23,1,9,3344,2,0,2,0,2023-06-01 06:32:10,2023-06-01 17:14:42,3.0,2020,4,23
7110,69,1,28,2021-03-13,2,2,4117,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,13
4408,41,1,40,2021-12-29,2,2,1939,0,378,1,1,2023-06-01 04:52:13,2023-06-01 08:36:13,1.0,2021,12,29
3812,26,1,40,2021-06-11,4,0,5708,0,839,1,3,2023-06-01 00:12:15,2023-06-01 06:31:15,1.0,2021,6,11
6714,44,0,14,2021-01-23,4,2,4073,0,44,2,3,2023-06-01 21:09:16,2023-06-01 15:05:16,2.0,2021,1,23
7243,26,2,41,2021-08-05,1,14,1680,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,5
7458,70,2,38,2020-09-08,1,4,4129,0,2245,3,3,2023-06-01 19:34:20,2023-06-01 14:12:20,1.0,2020,9,8
4580,35,0,4,2021-08-31,1,10,2437,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,31
6504,67,0,13,2021-01-25,4,0,4012,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,25
1038,27,2,6,2021-05-13,1,0,6962,0,443,3,3,2023-06-01 00:48:25,2023-06-01 07:16:25,4.0,2021,5,13
4474,54,2,30,2021-08-19,0,10,2896,2,0,3,3,2023-06-01 18:34:27,2023-06-01 17:14:42,3.0,2021,8,19
7690,34,0,29,2021-08-21,2,0,5839,0,188,3,3,2023-06-01 05:24:28,2023-06-01 02:00:28,4.0,2021,8,21
7969,26,1,6,2021-03-07,2,2,6098,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,7
2464,25,2,7,2020-08-09,3,15,3264,0,1075,3,3,2023-06-01 04:07:31,2023-06-01 00:39:31,3.0,2020,8,9
1030,52,1,27,2021-09-16,0,9,574,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,16
1287,32,2,22,2020-09-12,3,2,965,2,0,3,2,2023-06-01 17:04:35,2023-06-01 17:14:42,3.0,2020,9,12
708,55,1,20,2021-12-23,1,4,5390,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,23
7686,61,2,10,2020-03-08,3,2,7775,2,0,2,2,2023-06-01 13:50:36,2023-06-01 17:14:42,3.0,2020,3,8
2200,29,1,13,2020-12-04,0,3,2153,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,4
3384,70,1,8,2020-11-02,1,3,7187,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,2
2356,62,0,15,2020-07-15,3,13,7768,0,1297,3,3,2023-06-01 20:58:39,2023-06-01 13:16:39,3.0,2020,7,15
1573,65,1,38,2021-11-02,2,13,6265,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,2
4507,42,1,15,2021-07-22,4,4,4087,0,1725,0,0,2023-06-01 08:10:42,2023-06-01 17:14:42,2.0,2021,7,22
7018,47,1,39,2021-01-28,0,5,7216,0,1549,1,3,2023-06-01 16:49:42,2023-06-01 17:14:42,1.0,2021,1,28
4145,20,1,30,2020-02-23,0,2,2240,2,0,1,0,2023-06-01 03:33:44,2023-06-01 17:14:42,3.0,2020,2,23
6309,20,0,17,2021-07-09,0,5,7832,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,9
75,63,1,2,2021-03-22,2,9,7163,0,2029,0,3,2023-06-01 18:03:46,2023-06-01 23:52:46,4.0,2021,3,22
5173,35,0,28,2021-01-03,3,9,8057,2,0,3,3,2023-06-01 09:22:47,2023-06-01 17:14:42,3.0,2021,1,3
6988,23,2,17,2021-07-10,0,6,764,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,10
3190,40,2,9,2020-01-19,4,11,7851,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,19
7099,64,0,17,2021-09-13,3,3,5081,0,2708,0,2,2023-06-01 21:01:51,2023-06-01 20:09:51,4.0,2021,9,13
7293,23,1,29,2020-03-29,0,2,1127,0,50,1,3,2023-06-01 01:31:53,2023-06-01 02:15:53,2.0,2020,3,29
715,37,2,37,2020-03-16,4,5,750,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,16
4854,42,1,4,2020-04-09,0,14,2774,2,0,3,0,2023-06-01 01:42:56,2023-06-01 17:14:42,3.0,2020,4,9
1709,23,0,28,2020-02-03,4,12,4917,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,3
4582,64,2,0,2021-12-14,2,14,4552,0,1216,0,3,2023-06-01 21:19:58,2023-06-01 14:41:58,3.0,2021,12,14
223,44,2,28,2020-10-22,4,7,7009,0,976,3,3,2023-06-01 04:44:59,2023-06-01 11:07:59,5.0,2020,10,22
3046,40,1,38,2020-11-03,4,12,1073,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,3
6108,22,0,34,2020-03-11,3,1,3732,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,11
1947,38,0,27,2021-11-25,2,13,6674,2,0,3,2,2023-06-01 21:54:04,2023-06-01 17:14:42,3.0,2021,11,25
5432,41,1,40,2020-09-28,3,15,4552,0,1269,1,2,2023-06-01 05:10:04,2023-06-01 23:50:04,2.0,2020,9,28
4973,55,0,9,2020-10-18,0,9,5640,0,2423,3,3,2023-06-01 23:04:05,2023-06-01 07:42:05,1.0,2020,10,18
7560,31,1,21,2021-05-09,2,12,482,2,0,1,3,2023-06-01 07:40:05,2023-06-01 17:14:42,3.0,2021,5,9
5042,59,0,5,2020-12-22,0,12,3046,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,22
3500,49,0,39,2021-12-09,2,12,7992,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,9
5421,61,2,15,2021-09-13,1,9,7357,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,13
5200,60,0,35,2020-07-21,4,3,6959,0,1712,1,0,2023-06-01 02:01:10,2023-06-01 11:24:10,3.0,2020,7,21
1802,23,0,7,2020-03-06,2,9,8051,0,1429,0,1,2023-06-01 18:02:11,2023-06-01 15:56:11,2.0,2020,3,6
7351,24,2,33,2020-10-20,2,12,2032,2,0,1,0,2023-06-01 13:50:13,2023-06-01 17:14:42,3.0,2020,10,20
2504,36,2,20,2020-10-29,3,5,4571,0,543,2,3,2023-06-01 18:56:13,2023-06-01 03:52:13,3.0,2020,10,29
3761,58,2,13,2020-08-20,1,1,6893,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,20
546,32,2,8,2020-09-03,0,9,7097,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,9,3
5450,42,1,14,2020-03-30,4,13,3677,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,30
396,30,0,1,2020-08-30,1,3,6822,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,30
7342,51,0,0,2021-12-29,4,7,6230,0,1787,1,3,2023-06-01 08:05:19,2023-06-01 02:27:19,5.0,2021,12,29
1950,35,1,16,2021-11-29,3,12,296,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,29
3938,35,0,16,2021-08-31,3,3,2265,2,0,3,0,2023-06-01 03:45:21,2023-06-01 17:14:42,3.0,2021,8,31
5910,45,2,34,2021-11-05,1,0,492,0,1141,0,1,2023-06-01 21:50:22,2023-06-01 02:41:22,1.0,2021,11,5
1171,24,2,4,2021-05-28,1,10,4718,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,28
6383,62,1,6,2020-01-09,0,13,1960,0,1207,2,3,2023-06-01 01:52:25,2023-06-01 07:15:25,3.0,2020,1,9
1102,49,1,12,2021-03-22,2,12,1348,0,1619,1,3,2023-06-01 19:32:26,2023-06-01 18:31:26,3.0,2021,3,22
2872,45,0,19,2020-03-14,4,12,1861,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,14
3504,23,2,36,2021-11-05,1,6,878,2,0,2,1,2023-06-01 09:49:30,2023-06-01 17:14:42,3.0,2021,11,5
524,29,0,13,2021-03-19,3,1,1496,2,0,3,0,2023-06-01 01:01:31,2023-06-01 17:14:42,3.0,2021,3,19
5332,19,1,29,2021-09-21,3,1,752,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,21
1571,30,2,13,2020-12-30,4,8,5238,0,1294,1,1,2023-06-01 04:43:35,2023-06-01 08:05:35,1.0,2020,12,30
3817,39,0,39,2021-11-26,4,10,6693,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,26
5816,35,2,16,2020-10-25,1,6,1485,0,869,2,2,2023-06-01 01:11:38,2023-06-01 23:33:38,3.0,2020,10,25
10,52,1,27,2020-10-01,4,3,1474,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,1
1796,52,2,27,2021-06-15,4,4,6375,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,15
7564,66,2,38,2020-05-03,4,5,3104,0,1073,2,3,2023-06-01 21:51:42,2023-06-01 16:37:42,1.0,2020,5,3
1696,34,1,14,2021-02-08,4,12,3945,2,0,0,2,2023-06-01 03:49:44,2023-06-01 17:14:42,3.0,2021,2,8
1369,42,1,18,2021-07-06,1,10,2131,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,6
3116,18,0,22,2021-05-11,4,13,3343,0,507,2,3,2023-06-01 00:13:48,2023-06-01 18:54:48,4.0,2021,5,11
4836,21,1,24,2021-10-11,0,13,5000,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,11
7,18,1,35,2021-01-03,3,3,1410,0,303,3,1,2023-06-01 04:55:50,2023-06-02 00:03:50,4.0,2021,1,3
5851,34,0,40,2020-01-24,2,1,3250,2,0,1,3,2023-06-01 09:21:52,2023-06-01 17:14:42,3.0,2020,1,24
5055,65,0,37,2021-05-16,1,6,2104,0,699,0,1,2023-06-01 20:24:54,2023-06-01 14:36:54,3.0,2021,5,16
1373,57,2,32,2020-03-01,4,8,6687,0,2726,1,2,2023-06-01 01:41:54,2023-06-01 14:20:54,4.0,2020,3,1
3109,44,2,25,2021-05-04,0,11,5423,0,76,2,0,2023-06-01 00:49:56,2023-06-01 04:26:56,4.0,2021,5,4
6958,54,0,35,2021-01-05,2,8,6653,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,5
7286,20,1,0,2021-11-17,3,2,3954,0,1909,3,0,2023-06-01 03:25:59,2023-06-01 06:20:59,2.0,2021,11,17
7710,59,2,28,2020-09-16,2,12,4404,0,531,1,1,2023-06-01 04:31:01,2023-06-01 13:25:01,4.0,2020,9,16
2326,34,2,2,2021-05-21,4,14,2991,0,898,0,0,2023-06-01 00:29:03,2023-06-01 13:17:03,4.0,2021,5,21
6930,41,1,10,2020-09-09,4,11,4577,2,0,1,1,2023-06-01 20:18:03,2023-06-01 17:14:42,3.0,2020,9,9
6601,58,2,17,2020-08-14,1,11,2194,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,14
5111,32,2,9,2020-01-10,4,9,192,2,0,3,0,2023-06-01 21:19:05,2023-06-01 17:14:42,3.0,2020,1,10
4120,53,0,28,2021-08-16,2,7,2800,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,16
3776,38,0,0,2021-12-03,3,3,6335,2,0,2,3,2023-06-01 06:02:07,2023-06-01 17:14:42,3.0,2021,12,3
4162,40,1,13,2021-08-07,4,8,3401,2,0,3,2,2023-06-01 21:12:09,2023-06-01 17:14:42,3.0,2021,8,7
4349,62,2,35,2020-10-13,4,2,4951,0,1130,1,0,2023-06-01 00:50:11,2023-06-01 16:56:11,5.0,2020,10,13
8291,45,0,32,2020-08-07,0,12,1050,2,0,0,2,2023-06-01 19:04:12,2023-06-01 17:14:42,3.0,2020,8,7
4746,42,2,34,2021-11-24,3,7,5128,0,1340,1,1,2023-06-01 03:58:14,2023-06-01 19:34:14,2.0,2021,11,24
1036,33,2,0,2020-11-25,2,11,5445,0,2048,1,2,2023-06-01 14:12:17,2023-06-01 11:32:17,1.0,2020,11,25
1519,41,1,22,2021-06-30,2,7,847,2,0,3,3,2023-06-01 21:52:18,2023-06-01 17:14:42,3.0,2021,6,30
6725,26,1,21,2020-01-14,1,1,7076,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,14
1789,59,0,40,2021-04-21,2,0,5588,2,0,3,2,2023-06-01 07:19:21,2023-06-01 17:14:42,3.0,2021,4,21
6074,36,1,34,2020-10-07,3,5,5682,2,0,2,1,2023-06-01 06:10:23,2023-06-01 17:14:42,3.0,2020,10,7
6452,25,0,38,2021-12-07,3,11,4017,0,2234,3,1,2023-06-01 06:34:24,2023-06-01 23:58:24,4.0,2021,12,7
4033,53,1,40,2020-03-29,4,12,5440,0,320,0,3,2023-06-01 10:37:26,2023-06-01 10:59:26,5.0,2020,3,29
2764,46,0,20,2021-10-01,2,7,5436,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,1
3103,26,2,2,2021-10-01,0,10,4570,0,1602,3,0,2023-06-01 19:29:28,2023-06-01 23:28:28,4.0,2021,10,1
6479,55,2,36,2020-04-07,1,15,4570,0,2292,2,0,2023-06-01 23:49:28,2023-06-01 12:26:28,5.0,2020,4,7
1431,38,0,11,2021-04-22,1,12,7913,2,0,0,3,2023-06-01 12:25:29,2023-06-01 17:14:42,3.0,2021,4,22
4278,24,2,13,2021-09-24,1,3,6605,2,0,3,2,2023-06-01 06:29:30,2023-06-01 17:14:42,3.0,2021,9,24
2457,60,0,27,2021-09-13,4,12,6229,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,13
4203,21,0,37,2021-02-21,1,5,4105,0,345,1,2,2023-06-01 06:25:32,2023-06-01 09:43:32,3.0,2021,2,21
5542,20,2,19,2021-07-18,4,15,6080,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,18
3131,37,2,8,2021-09-01,3,4,211,2,0,0,1,2023-06-01 07:13:33,2023-06-01 17:14:42,3.0,2021,9,1
5299,22,2,35,2020-01-02,1,3,4264,0,607,1,1,2023-06-01 11:15:35,2023-06-01 18:42:35,1.0,2020,1,2
3112,52,1,0,2021-05-05,4,7,4286,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,5
2699,26,0,26,2021-10-02,4,14,4536,0,2583,1,1,2023-06-01 07:01:37,2023-06-01 02:32:37,2.0,2021,10,2
4657,56,0,22,2021-09-23,0,13,4862,0,2611,3,1,2023-06-01 21:51:38,2023-06-01 17:14:38,1.0,2021,9,23
6421,34,1,29,2021-05-28,3,2,4008,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,28
7020,38,0,19,2021-04-06,2,13,5200,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,6
3105,41,1,22,2020-04-08,2,0,5212,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,8
3128,24,2,19,2020-03-30,1,3,5252,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,30
6093,33,1,10,2021-08-31,2,3,1371,2,0,0,3,2023-06-01 09:11:47,2023-06-01 17:14:42,3.0,2021,8,31
2982,69,1,39,2021-08-08,4,8,5555,0,2295,2,3,2023-06-01 01:32:49,2023-06-01 23:33:49,3.0,2021,8,8
3503,50,2,19,2021-10-19,2,6,3494,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,19
398,28,1,41,2020-07-28,3,12,6403,0,2668,1,3,2023-06-01 03:18:52,2023-06-01 02:03:52,1.0,2020,7,28
7387,47,1,10,2021-07-23,1,0,3217,0,793,0,2,2023-06-01 04:08:53,2023-06-01 14:43:53,5.0,2021,7,23
6991,22,0,29,2020-05-25,3,13,258,0,1731,1,2,2023-06-01 14:08:54,2023-06-01 09:22:54,4.0,2020,5,25
8223,39,0,11,2021-05-28,3,10,4767,0,618,1,1,2023-06-01 00:47:56,2023-06-01 05:50:56,2.0,2021,5,28
3146,57,0,4,2021-06-27,1,14,147,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,27
4943,23,0,10,2020-08-23,4,8,5362,0,1467,1,2,2023-06-01 15:46:58,2023-06-02 00:01:58,2.0,2020,8,23
2084,43,0,34,2021-07-16,3,9,2140,0,338,0,3,2023-06-01 09:48:01,2023-06-01 01:26:01,5.0,2021,7,16
6868,22,0,35,2021-04-21,2,6,7588,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,21
8013,51,2,13,2021-02-16,0,2,6689,0,2531,0,1,2023-06-01 00:54:02,2023-06-01 11:00:02,5.0,2021,2,16
3445,67,0,27,2021-03-17,4,13,5458,0,2302,1,1,2023-06-01 02:23:04,2023-06-01 08:00:04,2.0,2021,3,17
2962,70,1,38,2021-12-09,1,11,7015,2,0,0,0,2023-06-01 09:49:05,2023-06-01 17:14:42,3.0,2021,12,9
564,36,2,32,2020-10-19,1,4,3194,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,19
7566,65,1,1,2020-07-14,0,2,4777,2,0,2,2,2023-06-01 07:19:08,2023-06-01 17:14:42,3.0,2020,7,14
3960,51,2,1,2021-10-13,0,6,2703,2,0,0,0,2023-06-01 10:07:10,2023-06-01 17:14:42,3.0,2021,10,13
6495,50,1,38,2020-11-19,0,15,2154,2,0,1,2,2023-06-01 18:24:12,2023-06-01 17:14:42,3.0,2020,11,19
4861,24,0,23,2020-12-01,1,8,3646,2,0,0,3,2023-06-01 12:00:14,2023-06-01 17:14:42,3.0,2020,12,1
4097,36,0,39,2020-09-26,4,14,2665,0,2100,2,1,2023-06-01 22:39:15,2023-06-01 06:14:15,2.0,2020,9,26
4860,40,2,11,2020-05-01,2,3,6593,2,0,0,1,2023-06-01 04:37:16,2023-06-01 17:14:42,3.0,2020,5,1
3440,51,1,36,2021-09-17,1,4,680,2,0,0,3,2023-06-01 13:01:17,2023-06-01 17:14:42,3.0,2021,9,17
7025,70,1,4,2021-04-08,0,6,2683,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,8
4069,34,0,5,2021-08-01,0,12,5028,2,0,3,2,2023-06-01 02:35:21,2023-06-01 17:14:42,3.0,2021,8,1
4086,31,1,41,2021-01-10,1,14,6444,0,2182,0,1,2023-06-01 00:15:22,2023-06-01 12:18:22,1.0,2021,1,10
2646,45,1,2,2021-12-14,4,4,6209,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,14
8230,67,1,39,2020-09-27,0,2,82,2,0,0,3,2023-06-01 20:35:23,2023-06-01 17:14:42,3.0,2020,9,27
6769,60,0,9,2021-06-27,1,0,5521,0,2052,3,2,2023-06-01 07:52:25,2023-06-01 07:31:25,3.0,2021,6,27
1793,56,0,39,2021-09-10,1,2,5063,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,10
1377,32,1,35,2021-09-27,0,1,5029,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,27
3749,53,1,34,2021-07-04,4,1,6301,2,0,3,1,2023-06-01 12:37:29,2023-06-01 17:14:42,3.0,2021,7,4
5714,58,0,14,2021-08-15,0,4,8075,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,15
5191,65,0,37,2021-11-17,2,15,2116,2,0,0,2,2023-06-01 07:05:32,2023-06-01 17:14:42,3.0,2021,11,17
6559,51,2,13,2021-12-25,3,12,2780,2,0,3,3,2023-06-01 09:17:34,2023-06-01 17:14:42,3.0,2021,12,25
7016,38,1,5,2021-12-21,4,6,1549,2,0,0,1,2023-06-01 03:04:35,2023-06-01 17:14:42,3.0,2021,12,21
7206,69,2,34,2020-02-11,0,11,1096,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,11
910,35,2,9,2021-07-05,0,1,6495,2,0,2,1,2023-06-01 22:41:38,2023-06-01 17:14:42,3.0,2021,7,5
2998,51,2,3,2020-02-19,1,7,5060,2,0,3,3,2023-06-01 23:19:40,2023-06-01 17:14:42,3.0,2020,2,19
2847,42,1,28,2021-12-30,2,6,1900,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,30
6355,51,0,36,2021-08-08,1,14,845,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,8
6411,63,0,38,2020-10-24,1,9,656,2,0,3,0,2023-06-01 12:33:46,2023-06-01 17:14:42,3.0,2020,10,24
6829,56,1,11,2020-04-04,2,6,6549,0,0,0,3,2023-06-01 11:56:47,2023-06-01 16:44:47,2.0,2020,4,4
5441,19,0,13,2021-02-01,2,15,3389,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,1
3524,48,0,37,2021-11-06,0,0,3124,2,0,2,1,2023-06-01 03:37:49,2023-06-01 17:14:42,3.0,2021,11,6
3282,52,2,33,2021-11-27,3,1,5582,0,2448,1,3,2023-06-01 20:43:50,2023-06-01 07:58:50,2.0,2021,11,27
918,42,0,23,2020-09-29,2,12,5404,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,9,29
3358,70,0,24,2021-11-05,1,14,6031,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,5
7031,44,1,23,2020-05-29,4,15,7707,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,29
4176,31,1,8,2021-02-01,1,14,264,0,22,0,0,2023-06-01 16:19:54,2023-06-01 13:51:54,4.0,2021,2,1
8175,34,2,17,2021-06-14,4,15,666,0,2229,0,3,2023-06-01 04:41:55,2023-06-01 12:22:55,4.0,2021,6,14
668,53,1,21,2021-07-02,3,8,604,0,2721,3,3,2023-06-01 01:44:57,2023-06-01 19:26:57,5.0,2021,7,2
1941,29,2,31,2020-04-15,2,13,7533,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,15
5278,41,1,20,2020-11-29,2,6,7553,2,0,0,0,2023-06-01 19:35:59,2023-06-01 17:14:42,3.0,2020,11,29
2983,25,1,33,2020-02-07,4,2,108,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,7
6289,69,0,4,2021-10-06,4,2,4639,0,1803,1,3,2023-06-01 08:26:01,2023-06-01 02:45:01,2.0,2021,10,6
4982,68,0,41,2021-10-12,1,5,2127,0,1656,2,0,2023-06-01 12:44:03,2023-06-01 23:11:03,4.0,2021,10,12
4035,64,2,12,2021-01-27,3,7,4566,0,1106,0,1,2023-06-01 13:20:05,2023-06-01 20:20:05,4.0,2021,1,27
1021,25,1,23,2020-07-24,3,14,5503,2,0,1,1,2023-06-01 13:47:06,2023-06-01 17:14:42,3.0,2020,7,24
904,57,0,24,2021-04-07,0,12,5924,0,61,0,3,2023-06-01 04:33:08,2023-06-01 09:49:08,3.0,2021,4,7
5312,25,0,31,2021-11-10,1,8,810,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,10
3856,28,0,9,2020-12-15,1,15,2302,0,2490,2,1,2023-06-01 05:58:12,2023-06-01 22:54:12,5.0,2020,12,15
303,44,2,18,2021-05-22,4,15,7123,0,287,1,2,2023-06-01 02:47:13,2023-06-01 10:37:13,3.0,2021,5,22
3700,20,2,1,2020-11-05,2,12,1957,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,5
